ID,SystemCodeNumber,Capacity,Latitude,Longitude,Occupancy,VehicleType,TrafficConditionNearby,QueueLength,IsSpecialDay,LastUpdatedDate,LastUpdatedTime,Datetime,OccupancyRatio,Price,Traffic_enc,VehicleWeight,Hour,IsWeekend,Queue_Special,LogQueue,RawDemand,DemandScore,DemandPrice,CompetitorAvgPrice,CompetitivePrice,Reroute
2651,BHMEURBRD01,470,26.14901995,91.7395035,450,car,high,9,0,05-10-2016,12:30:00,2016-10-05 12:30:00,0.9574468085106383,50.0,2.0,1.0,12,0,0,2.302585092994046,0.7892404228541284,0.18235494013577877,22.552969161900904,21.637395802646985,21.204647886594046,"Suggest reroute: competitor avg price=21.64, your price=22.55, diff=0.92"
1339,BHMBCCTHL01,387,26.14449459,91.73620513,336,bike,high,8,0,05-10-2016,12:30:00,2016-10-05 12:30:00,0.8682170542635659,50.0,2.0,0.5,12,0,0,2.1972245773362196,0.6485534425990269,0.14594985783270079,22.04329800965781,21.917544014837492,21.479193134540743,"Suggest reroute: competitor avg price=21.92, your price=22.04, diff=0.13"
2652,BHMEURBRD01,470,26.14901995,91.7395035,451,bike,high,8,0,05-10-2016,12:57:00,2016-10-05 12:57:00,0.9595744680851064,50.0,2.0,0.5,12,0,0,2.1972245773362196,0.6942321495097972,0.15776997851173902,22.208779699164346,21.81296431931601,21.37670503292969,"Suggest reroute: competitor avg price=21.81, your price=22.21, diff=0.4"
1340,BHMBCCTHL01,387,26.14449459,91.73620513,343,car,high,8,0,05-10-2016,12:57:00,2016-10-05 12:57:00,0.8863049095607235,50.0,2.0,1.0,12,0,0,2.1972245773362196,0.7325973702476057,0.16769761372007969,22.34776659208112,21.757817813826673,21.32266145755014,"Suggest reroute: competitor avg price=21.76, your price=22.35, diff=0.59"
7901,Broad Street,690,26.13795775,91.74099445,669,car,high,7,0,05-10-2016,13:30:00,2016-10-05 13:30:00,0.9695652173913043,50.0,2.0,1.0,13,0,0,2.0794415416798357,0.7506709170316194,0.17237444278405903,22.41324219897683,21.832840022829245,21.39618322237266,"Suggest reroute: competitor avg price=21.83, your price=22.41, diff=0.58"
1341,BHMBCCTHL01,387,26.14449459,91.73620513,345,car,high,7,0,05-10-2016,13:30:00,2016-10-05 13:30:00,0.8914728682170543,50.0,2.0,1.0,13,0,0,2.0794415416798357,0.7116247424444943,0.16227059950810602,22.271788393113482,21.90919934403245,21.471015357151803,"Suggest reroute: competitor avg price=21.91, your price=22.27, diff=0.36"
2653,BHMEURBRD01,470,26.14901995,91.7395035,454,car,high,8,0,05-10-2016,13:30:00,2016-10-05 13:30:00,0.9659574468085106,50.0,2.0,1.0,13,0,0,2.1972245773362196,0.7724236388714992,0.17800331922636273,22.49204646916908,21.832840022829245,21.39618322237266,"Suggest reroute: competitor avg price=21.83, your price=22.49, diff=0.66"
7904,Broad Street,690,26.13795775,91.74099445,632,car,high,6,0,05-10-2016,14:57:00,2016-10-05 14:57:00,0.9159420289855073,50.0,2.0,1.0,14,0,0,1.9459101490553132,0.6971530443038162,0.15852580833466992,22.21936131668538,21.814403755215434,21.378115680111126,"Suggest reroute: competitor avg price=21.81, your price=22.22, diff=0.4"
7905,Broad Street,690,26.13795775,91.74099445,592,car,low,3,0,05-10-2016,15:30:00,2016-10-05 15:30:00,0.8579710144927536,50.0,0.0,1.0,15,0,0,1.3862943611198906,0.8562443794703549,0.199693321774382,22.79570650484135,21.438135606943764,21.009372894804887,"Suggest reroute: competitor avg price=21.44, your price=22.8, diff=1.36"
2657,BHMEURBRD01,470,26.14901995,91.7395035,403,truck,low,3,0,05-10-2016,15:30:00,2016-10-05 15:30:00,0.8574468085106383,50.0,0.0,1.5,15,0,0,1.3862943611198906,0.9309822764792972,0.21903298836496438,23.0664618371095,21.850289821122068,21.413284024699628,"Suggest reroute: competitor avg price=21.85, your price=23.07, diff=1.22"
2667,BHMEURBRD01,470,26.14901995,91.7395035,450,truck,high,7,0,06-10-2016,11:30:00,2016-10-06 11:30:00,0.9574468085106383,50.0,2.0,1.5,11,0,0,2.0794415416798357,0.8196117125912864,0.190214013523572,22.66299618933001,21.96441479390363,21.525126498025557,"Suggest reroute: competitor avg price=21.96, your price=22.66, diff=0.7"
7916,Broad Street,690,26.13795775,91.74099445,673,car,high,9,0,06-10-2016,12:04:00,2016-10-06 12:04:00,0.9753623188405797,50.0,2.0,1.0,12,0,0,2.302585092994046,0.7981981780190991,0.18467290739501102,22.585420703530154,21.69952647887006,21.26553594929266,"Suggest reroute: competitor avg price=21.7, your price=22.59, diff=0.89"
2668,BHMEURBRD01,470,26.14901995,91.7395035,460,car,high,8,0,06-10-2016,12:04:00,2016-10-06 12:04:00,0.9787234042553191,50.0,2.0,1.0,12,0,0,2.1972245773362196,0.7788066175949034,0.17965502050918913,22.515170287128647,21.867306470453727,21.42996034104465,"Suggest reroute: competitor avg price=21.87, your price=22.52, diff=0.65"
7917,Broad Street,690,26.13795775,91.74099445,680,car,high,8,0,06-10-2016,12:30:00,2016-10-06 12:30:00,0.9855072463768116,50.0,2.0,1.0,12,0,0,2.1972245773362196,0.7821985386556497,0.18053273616672977,22.527458306334218,21.776586255282616,21.341054530176965,"Suggest reroute: competitor avg price=21.78, your price=22.53, diff=0.75"
2669,BHMEURBRD01,470,26.14901995,91.7395035,465,car,high,8,0,06-10-2016,12:30:00,2016-10-06 12:30:00,0.9893617021276596,50.0,2.0,1.0,12,0,0,2.1972245773362196,0.7841257665310738,0.18103143824487788,22.53444013542829,21.83251399278335,21.395863712927685,"Suggest reroute: competitor avg price=21.83, your price=22.53, diff=0.7"
2670,BHMEURBRD01,470,26.14901995,91.7395035,459,truck,high,8,0,06-10-2016,12:57:00,2016-10-06 12:57:00,0.9765957446808511,50.0,2.0,1.5,12,0,0,2.1972245773362196,0.8527427878076695,0.19878722703526197,22.78302117849367,22.16022556624383,21.717021054918956,"Suggest reroute: competitor avg price=22.16, your price=22.78, diff=0.62"
2671,BHMEURBRD01,470,26.14901995,91.7395035,460,bike,high,8,0,06-10-2016,13:30:00,2016-10-06 13:30:00,0.9787234042553191,50.0,2.0,0.5,13,0,0,2.1972245773362196,0.7038066175949034,0.1602475304359786,22.2434654261037,21.791281284522167,21.355455658831723,"Suggest reroute: competitor avg price=21.79, your price=22.24, diff=0.45"
2674,BHMEURBRD01,470,26.14901995,91.7395035,429,car,low,2,0,06-10-2016,15:04:00,2016-10-06 15:04:00,0.9127659574468086,50.0,0.0,1.0,15,0,0,1.0986122886681098,0.8261054364570263,0.19189437194307224,22.68652120720301,22.2436450976426,21.798772195689747,"Suggest reroute: competitor avg price=22.24, your price=22.69, diff=0.44"
7922,Broad Street,690,26.13795775,91.74099445,629,car,low,2,0,06-10-2016,15:04:00,2016-10-06 15:04:00,0.9115942028985508,50.0,0.0,1.0,15,0,0,1.0986122886681098,0.8255195591828973,0.1917427665113152,22.684398731158414,22.10974261618263,21.667547763858977,"Suggest reroute: competitor avg price=22.11, your price=22.68, diff=0.57"
7923,Broad Street,690,26.13795775,91.74099445,594,car,low,3,0,06-10-2016,15:31:00,2016-10-06 15:31:00,0.8608695652173913,50.0,0.0,1.0,15,0,0,1.3862943611198906,0.8576936548326738,0.20006834573714938,22.80095684032009,21.673274727204323,21.239809232660235,"Suggest reroute: competitor avg price=21.67, your price=22.8, diff=1.13"
2675,BHMEURBRD01,470,26.14901995,91.7395035,403,car,low,2,0,06-10-2016,15:31:00,2016-10-06 15:31:00,0.8574468085106383,50.0,0.0,1.0,15,0,0,1.0986122886681098,0.7984458619889411,0.18473699971749102,22.586317996044873,21.928452067144416,21.48988302580153,"Suggest reroute: competitor avg price=21.93, your price=22.59, diff=0.66"
1400,BHMBCCTHL01,387,26.14449459,91.73620513,338,car,low,2,0,08-10-2016,16:04:00,2016-10-08 16:04:00,0.8733850129198967,50.0,0.0,1.0,16,1,0,1.0986122886681098,0.9064149641935704,0.21267579010748827,22.977461061504837,22.19006898140732,21.746267601779174,"Suggest reroute: competitor avg price=22.19, your price=22.98, diff=0.79"
1413,BHMBCCTHL01,387,26.14449459,91.73620513,344,car,high,11,1,09-10-2016,13:30:00,2016-10-09 13:30:00,0.8888888888888888,50.0,2.0,1.0,13,1,11,2.4849066497880004,3.191425774402045,0.8039601183248176,31.255441656547447,29.192099794694897,28.608257798801,"Suggest reroute: competitor avg price=29.19, your price=31.26, diff=2.06"
1414,BHMBCCTHL01,387,26.14449459,91.73620513,342,truck,high,7,1,09-10-2016,14:03:00,2016-10-09 14:03:00,0.8837209302325582,50.0,2.0,1.5,14,1,7,2.0794415416798357,2.3827487734522466,0.5947015734132594,28.325822027785634,28.487715204408875,27.917960900320697,"Suggest reroute: competitor avg price=28.49, your price=28.33, diff=-0.16"
1416,BHMBCCTHL01,387,26.14449459,91.73620513,332,car,low,3,1,09-10-2016,15:04:00,2016-10-09 15:04:00,0.8578811369509044,50.0,0.0,1.0,15,1,3,1.3862943611198906,1.6561994406994305,0.40669492057195267,25.69372888800734,25.179803235769192,24.676207171053807,"Suggest reroute: competitor avg price=25.18, your price=25.69, diff=0.51"
7989,Broad Street,690,26.13795775,91.74099445,624,car,high,9,0,10-10-2016,12:30:00,2016-10-10 12:30:00,0.9043478260869565,50.0,2.0,1.0,12,0,0,2.302585092994046,0.7626909316422875,0.17548482030721088,22.45678748430095,21.511250793886916,21.081025778009177,"Suggest reroute: competitor avg price=21.51, your price=22.46, diff=0.95"
2741,BHMEURBRD01,470,26.14901995,91.7395035,414,car,high,8,0,10-10-2016,12:30:00,2016-10-10 12:30:00,0.8808510638297873,50.0,2.0,1.0,12,0,0,2.1972245773362196,0.7298704473821377,0.16699197734085328,22.337887682771942,21.698958655097012,21.264979481995073,"Suggest reroute: competitor avg price=21.7, your price=22.34, diff=0.64"
2742,BHMEURBRD01,470,26.14901995,91.7395035,412,car,high,7,0,10-10-2016,13:04:00,2016-10-10 13:04:00,0.8765957446808511,50.0,2.0,1.0,13,0,0,2.0794415416798357,0.7041861806763928,0.16034574865912746,22.244840481227786,22.00180948477101,21.56177329507559,"Suggest reroute: competitor avg price=22.0, your price=22.24, diff=0.24"
8006,Broad Street,690,26.13795775,91.74099445,664,bike,high,9,0,11-10-2016,12:03:00,2016-10-11 12:03:00,0.9623188405797102,50.0,2.0,0.5,12,0,0,2.302585092994046,0.7166764388886642,0.16357780948934736,22.290089332850865,21.363343441540813,20.936076572709997,"Suggest reroute: competitor avg price=21.36, your price=22.29, diff=0.93"
2758,BHMEURBRD01,470,26.14901995,91.7395035,456,car,high,8,0,11-10-2016,12:03:00,2016-10-11 12:03:00,0.9702127659574468,50.0,2.0,1.0,12,0,0,2.1972245773362196,0.7745512984459674,0.17855388632063823,22.499754408488933,21.919900797749747,21.481502781794752,"Suggest reroute: competitor avg price=21.92, your price=22.5, diff=0.58"
8007,Broad Street,690,26.13795775,91.74099445,669,car,high,9,0,11-10-2016,12:30:00,2016-10-11 12:30:00,0.9695652173913043,50.0,2.0,1.0,12,0,0,2.302585092994046,0.7952996272944614,0.18392285946947629,22.57492003257267,22.32436393393943,21.877876655260643,"Suggest reroute: competitor avg price=22.32, your price=22.57, diff=0.25"
1447,BHMBCCTHL01,387,26.14449459,91.73620513,338,car,high,8,0,11-10-2016,12:30:00,2016-10-11 12:30:00,0.8733850129198967,50.0,2.0,1.0,12,0,0,2.1972245773362196,0.7261374219271922,0.16602599528138798,22.32436393393943,21.911236434329354,21.473011705642765,"Suggest reroute: competitor avg price=21.91, your price=22.32, diff=0.41"
1448,BHMBCCTHL01,387,26.14449459,91.73620513,341,car,high,7,0,11-10-2016,13:04:00,2016-10-11 13:04:00,0.8811369509043928,50.0,2.0,1.0,13,0,0,2.0794415416798357,0.7064567837881636,0.1609333047571527,22.25306626660014,21.831150559382703,21.394527548195047,"Suggest reroute: competitor avg price=21.83, your price=22.25, diff=0.42"
2761,BHMEURBRD01,470,26.14901995,91.7395035,468,truck,high,7,0,11-10-2016,13:31:00,2016-10-11 13:31:00,0.9957446808510638,50.0,2.0,1.5,13,0,0,2.0794415416798357,0.838760648761499,0.19516911737205125,22.73236764320872,21.873425990717497,21.435957470903148,"Suggest reroute: competitor avg price=21.87, your price=22.73, diff=0.86"
1452,BHMBCCTHL01,387,26.14449459,91.73620513,342,bike,low,2,0,11-10-2016,15:03:00,2016-10-11 15:03:00,0.8837209302325582,50.0,0.0,0.5,15,0,0,1.0986122886681098,0.736582922849901,0.16872894135428373,22.36220517895997,22.14617215994052,21.703248716741708,"Suggest reroute: competitor avg price=22.15, your price=22.36, diff=0.22"
8012,Broad Street,690,26.13795775,91.74099445,616,truck,low,3,0,11-10-2016,15:03:00,2016-10-11 15:03:00,0.8927536231884058,50.0,0.0,1.5,15,0,0,1.3862943611198906,0.948635683818181,0.22360109940080075,23.130415391611212,21.823964321301027,21.387485034875006,"Suggest reroute: competitor avg price=21.82, your price=23.13, diff=1.31"
1464,BHMBCCTHL01,387,26.14449459,91.73620513,345,car,high,8,0,12-10-2016,12:04:00,2016-10-12 12:04:00,0.8914728682170543,50.0,2.0,1.0,12,0,0,2.1972245773362196,0.7351813495757712,0.16836626109555639,22.35712765533779,21.91901453136385,21.48063424073657,"Suggest reroute: competitor avg price=21.92, your price=22.36, diff=0.44"
2776,BHMEURBRD01,470,26.14901995,91.7395035,469,car,high,8,0,12-10-2016,12:04:00,2016-10-12 12:04:00,0.997872340425532,50.0,2.0,1.0,12,0,0,2.1972245773362196,0.7883810856800099,0.18213257243342879,22.549856014068006,21.833370036363902,21.396702635636625,"Suggest reroute: competitor avg price=21.83, your price=22.55, diff=0.72"
8024,Broad Street,690,26.13795775,91.74099445,676,car,high,8,0,12-10-2016,12:04:00,2016-10-12 12:04:00,0.9797101449275363,50.0,2.0,1.0,12,0,0,2.1972245773362196,0.7792999879310122,0.1797826882411951,22.516957635376727,21.683150146612647,21.249487143680394,"Suggest reroute: competitor avg price=21.68, your price=22.52, diff=0.83"
1465,BHMBCCTHL01,387,26.14449459,91.73620513,343,bike,high,8,0,12-10-2016,12:31:00,2016-10-12 12:31:00,0.8863049095607235,50.0,2.0,0.5,12,0,0,2.1972245773362196,0.6575973702476057,0.14829012364686914,22.076061731056168,22.02278008201835,21.582324480377984,"Suggest reroute: competitor avg price=22.02, your price=22.08, diff=0.05"
2777,BHMEURBRD01,470,26.14901995,91.7395035,462,bike,high,8,0,12-10-2016,12:31:00,2016-10-12 12:31:00,0.9829787234042553,50.0,2.0,0.5,12,0,0,2.1972245773362196,0.7059342771693715,0.1607980975302541,22.251173365423558,22.145596320104804,21.702684393702707,"Suggest reroute: competitor avg price=22.15, your price=22.25, diff=0.11"
8026,Broad Street,690,26.13795775,91.74099445,651,bike,high,7,0,12-10-2016,13:04:00,2016-10-12 13:04:00,0.9434782608695652,50.0,2.0,0.5,13,0,0,2.0794415416798357,0.6626274387707498,0.14959173704594234,22.094284318643194,21.569272690417613,21.13788723660926,"Suggest reroute: competitor avg price=21.57, your price=22.09, diff=0.53"
2778,BHMEURBRD01,470,26.14901995,91.7395035,448,car,high,7,0,12-10-2016,13:04:00,2016-10-12 13:04:00,0.9531914893617022,50.0,2.0,1.0,13,0,0,2.0794415416798357,0.7424840530168183,0.170255956356086,22.3835833889852,21.569272690417613,21.13788723660926,"Suggest reroute: competitor avg price=21.57, your price=22.38, diff=0.81"
1466,BHMBCCTHL01,387,26.14449459,91.73620513,345,car,high,8,0,12-10-2016,13:04:00,2016-10-12 13:04:00,0.8914728682170543,50.0,2.0,1.0,13,0,0,2.1972245773362196,0.7351813495757712,0.16836626109555639,22.35712765533779,21.781674795011117,21.346041299110894,"Suggest reroute: competitor avg price=21.78, your price=22.36, diff=0.58"
2779,BHMEURBRD01,470,26.14901995,91.7395035,435,car,high,7,0,12-10-2016,13:34:00,2016-10-12 13:34:00,0.925531914893617,50.0,2.0,1.0,13,0,0,2.0794415416798357,0.7286542657827756,0.1666772702432954,22.333481783406135,21.738419279552915,21.303650893961855,"Suggest reroute: competitor avg price=21.74, your price=22.33, diff=0.6"
2780,BHMEURBRD01,470,26.14901995,91.7395035,440,truck,high,6,0,12-10-2016,14:03:00,2016-10-12 14:03:00,0.9361702127659575,50.0,2.0,1.5,14,0,0,1.9459101490553132,0.7822671361940413,0.18055048691400152,22.52770681679602,21.34947160606152,20.92248217394029,"Suggest reroute: competitor avg price=21.35, your price=22.53, diff=1.18"
1468,BHMBCCTHL01,387,26.14449459,91.73620513,331,car,high,5,0,12-10-2016,14:03:00,2016-10-12 14:03:00,0.8552971576227391,50.0,2.0,1.0,14,0,0,1.791759469228055,0.6360004726569805,0.14270156930550645,21.99782197027709,21.766666321339354,21.331332994912568,"Suggest reroute: competitor avg price=21.77, your price=22.0, diff=0.23"
8028,Broad Street,690,26.13795775,91.74099445,640,car,high,6,0,12-10-2016,14:03:00,2016-10-12 14:03:00,0.927536231884058,50.0,2.0,1.0,14,0,0,1.9459101490553132,0.7029501457530917,0.16002590418573936,22.240362658600354,21.34947160606152,20.92248217394029,"Suggest reroute: competitor avg price=21.35, your price=22.24, diff=0.89"
2782,BHMEURBRD01,470,26.14901995,91.7395035,428,bike,low,2,0,12-10-2016,15:01:00,2016-10-12 15:01:00,0.9106382978723404,50.0,0.0,0.5,15,0,0,1.0986122886681098,0.7500416066697921,0.17221159832272395,22.410962376518135,22.03374588606252,21.59307096834127,"Suggest reroute: competitor avg price=22.03, your price=22.41, diff=0.38"
8031,Broad Street,690,26.13795775,91.74099445,589,bike,low,3,0,12-10-2016,15:30:00,2016-10-12 15:30:00,0.8536231884057971,50.0,0.0,0.5,15,0,0,1.3862943611198906,0.7790704664268766,0.17972329575702045,22.516126140598285,22.10243790434326,21.660389146256396,"Suggest reroute: competitor avg price=22.1, your price=22.52, diff=0.41"
1482,BHMBCCTHL01,387,26.14449459,91.73620513,343,bike,high,8,0,13-10-2016,11:57:00,2016-10-13 11:57:00,0.8863049095607235,50.0,2.0,0.5,11,0,0,2.1972245773362196,0.6575973702476057,0.14829012364686914,22.076061731056168,21.621061714475672,21.18864048018616,"Suggest reroute: competitor avg price=21.62, your price=22.08, diff=0.46"
1483,BHMBCCTHL01,387,26.14449459,91.73620513,342,truck,high,8,0,13-10-2016,12:31:00,2016-10-13 12:31:00,0.8837209302325582,50.0,2.0,1.5,12,0,0,2.1972245773362196,0.8063053805835231,0.18677078010555187,22.614790921477727,21.964367204290838,21.52507986020502,"Suggest reroute: competitor avg price=21.96, your price=22.61, diff=0.65"
8043,Broad Street,690,26.13795775,91.74099445,614,car,high,9,0,13-10-2016,12:31:00,2016-10-13 12:31:00,0.8898550724637682,50.0,2.0,1.0,12,0,0,2.302585092994046,0.7554445548306933,0.1736097004933741,22.430535806907237,22.614790921477727,22.162495103048172,"Suggest reroute: competitor avg price=22.61, your price=22.43, diff=-0.18"
2795,BHMEURBRD01,470,26.14901995,91.7395035,440,truck,high,8,0,13-10-2016,12:31:00,2016-10-13 12:31:00,0.9361702127659575,50.0,2.0,1.5,12,0,0,2.1972245773362196,0.8325300218502226,0.19355683963964493,22.709795754955028,22.42486682170712,21.976369485272976,"Suggest reroute: competitor avg price=22.42, your price=22.71, diff=0.28"
2796,BHMEURBRD01,470,26.14901995,91.7395035,436,car,high,7,0,13-10-2016,13:04:00,2016-10-13 13:04:00,0.9276595744680851,50.0,2.0,1.0,13,0,0,2.0794415416798357,0.7297180955700097,0.1669525537904331,22.337335753066064,21.56312144313209,21.13185901426945,"Suggest reroute: competitor avg price=21.56, your price=22.34, diff=0.77"
2797,BHMEURBRD01,470,26.14901995,91.7395035,433,car,high,7,0,13-10-2016,13:31:00,2016-10-13 13:31:00,0.9212765957446809,50.0,2.0,1.0,13,0,0,2.0794415416798357,0.7265266062083077,0.16612670314901995,22.32577384408628,22.20853275573466,21.764362100619966,"Suggest reroute: competitor avg price=22.21, your price=22.33, diff=0.12"
1485,BHMBCCTHL01,387,26.14449459,91.73620513,341,car,high,7,0,13-10-2016,13:31:00,2016-10-13 13:31:00,0.8811369509043928,50.0,2.0,1.0,13,0,0,2.0794415416798357,0.7064567837881636,0.1609333047571527,22.25306626660014,21.804719009987494,21.368624629787742,"Suggest reroute: competitor avg price=21.8, your price=22.25, diff=0.45"
1486,BHMBCCTHL01,387,26.14449459,91.73620513,344,car,high,7,0,13-10-2016,13:57:00,2016-10-13 13:57:00,0.8888888888888888,50.0,2.0,1.0,13,0,0,2.0794415416798357,0.7103327527804116,0.1619362758203677,22.26710786148515,21.93146105995412,21.492831838755038,"Suggest reroute: competitor avg price=21.93, your price=22.27, diff=0.34"
2800,BHMEURBRD01,470,26.14901995,91.7395035,408,car,low,2,0,13-10-2016,15:04:00,2016-10-13 15:04:00,0.8680851063829788,50.0,0.0,1.0,15,0,0,1.0986122886681098,0.8037650109251114,0.18611341745317977,22.605587844344516,22.18344668160098,21.73977774796896,"Suggest reroute: competitor avg price=22.18, your price=22.61, diff=0.42"
1519,BHMBCCTHL01,387,26.14449459,91.73620513,335,car,high,8,0,15-10-2016,12:27:00,2016-10-15 12:27:00,0.8656330749354005,50.0,2.0,1.0,12,1,0,2.1972245773362196,0.8222614529349441,0.1908996776491203,22.672595487087683,21.773407092491677,21.337938950641842,"Suggest reroute: competitor avg price=21.77, your price=22.67, diff=0.9"
